SOP,Title,date
2011-01-4800,Aneks h Kolektivni pogodbi za zaposlene v zdravstveni negi,29. 12. 2011
2013-01-1769,Aneks h Kolektivni pogodbi za zaposlene v zdravstveni negi,29. 5. 2013
2007-01-4714,Pristop h Kolektivni pogodbi za zaposlene v zdravstveni negi,16. 10. 2007
2011-01-0099,"Razlaga Kolektivne pogodbe za zaposlene v zdravstveni negi, sprejeta na 22. seji dne 23. 12. 2010",14. 1. 2011
2011-01-4619,Razlage Kolektivne pogodbe za zaposlene v zdravstveni negi,23. 12. 2011
2013-01-0073,"Razlaga Kolektivne pogodbe za zaposlene v zdravstveni negi, sprejete na 24. seji dne 11. 12. 2012 in 18. 12. 2012",11. 1. 2013
2013-01-0257,Razlaga Kolektivne pogodbe za zaposlene v zdravstveni negi,1. 2. 2013
2014-01-1539,"Razlage Kolektivne pogodbe za zaposlene v zdravstveni negi, sprejete na 26. seji dne 20. 5. 2014",30. 5. 2014
2016-01-3588,"Razlage Kolektivne pogodbe za zaposlene v zdravstveni negi, sprejete na 30. seji dne 16. 12. 2016",23. 12. 2016
2021-01-3497,Pristop k že sklenjenemu Aneksu h Kolektivni pogodbi za zaposlene v zdravstveni negi,12. 11. 2021
1991-01-0887,Spremembe in dopolnitve kolektivne pogodbe PTT prometa,6. 11. 1991
2025-01-3059,Odredba o spremembi in dopolnitvi Odredbe o višini urne postavke in višini dohodka za opravljeno začasno ali občasno delo upokojencev,7. 11. 2025
2025-01-3292,Pravilnik o spremembah in dopolnitvah Pravilnika o izboru in sofinanciranju programov javnih del,28. 11. 2025
2015-01-0293,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 3. septembra 2014 z nadaljevanjem 3. februarja 2015",13. 2. 2015
2016-01-0179,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 31. seji novembra 2015",22. 1. 2016
2016-01-0766,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 1. 3. 2016",18. 3. 2016
2016-01-2528,"Razlagi Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejeti na seji 30. 8. 2016",16. 9. 2016
2017-01-2259,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 20. 7. 2017",29. 8. 2017
2017-01-2919,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 23. 10. 2017",2. 11. 2017
2017-01-3465,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 30. 11. 2017",15. 12. 2017
2018-01-3537,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji dne 6. 11. 2018",16. 11. 2018
2018-01-3872,Aneks h Kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,7. 12. 2018
2019-01-0524,"Razlaga Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejeta na seji dne 29. 1. 2019",8. 3. 2019
2019-01-2767,"Razlaga Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejeta na seji dne 8. 10. 2019",18. 10. 2019
2020-01-0416,"Razlagi Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejeti na seji dne 25. 2. 2020",4. 3. 2020
2020-01-1362,"Razlagi Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejeti na seji dne 19. 5. 2020",12. 6. 2020
2020-01-2211,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji dne 8. 9. 2020",11. 9. 2020
2020-01-2794,Aneks h Kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,6. 11. 2020
2021-01-1847,Aneks h Kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,3. 6. 2021
2022-01-3309,Aneks h Kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,25. 10. 2022
2023-01-2722,"Razlaga Posebnega tarifnega dela Kolektivne pogodbe za zdravnike in zobozdravnike v RS, sprejeta na seji dne 12. 9. 2023",15. 9. 2023
1994-01-0569,Aneks h kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,18. 3. 1994
1996-01-1312,Aneks h kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,19. 4. 1996
1998-01-1788,Aneks h kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,22. 5. 1998
2000-01-4097,Aneks h kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,20. 10. 2000
2012-01-0184,Posebni tarifni del Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji,23. 1. 2012
2013-01-1770,Aneks h Kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,29. 5. 2013
2001-01-3192,"Razlage kolektivne pogodbe za zdravnike in zobozdravnike v RS, sprejetih v letih 1994-2001",20. 7. 2001
2003-01-4055,Razlage kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji,5. 9. 2003
2004-01-0132,Razlaga kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ),16. 1. 2004
2005-01-2027,Razlage kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji,20. 5. 2005
2006-01-2384,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 28. marca 2006",2. 6. 2006
2009-01-2169,Razlaga Posebnega tarifnega dela Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji,12. 6. 2009
2009-01-4262,Razlage posebnega tarifnega dela Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ),30. 11. 2009
2010-01-1275,Razlage posebnega tarifnega dela Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ),9. 4. 2010
2010-01-4840,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 26. oktobra 2010",15. 11. 2010
2012-01-0740,"Razlaga Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 28. februarja 2012",13. 3. 2012
2012-01-2303,"Razlaga Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 12. junija 2012",17. 7. 2012
2014-01-1538,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji 25. marca 2014",30. 5. 2014
2018-01-2229,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejete na seji dne 31. 5. 2018 in nadaljevanju seje dne 19. 6. 2018",29. 6. 2018
2019-01-1587,"Razlagi Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji (KPZZ), sprejeti na seji dne 14. 5. 2019",31. 5. 2019
2021-01-3498,Pristop k že sklenjenemu Aneksu h Kolektivni pogodbi za zdravnike in zobozdravnike v Republiki Sloveniji,12. 11. 2021
1995-01-2313,Spremembe in dopolnitve kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,25. 8. 1995
2016-01-2005,"Pristop k Aneksu h Kolektivni pogodbi za negospodarske dejavnosti v Republiki Sloveniji, kot kolektivni pogodbi z razširjeno veljavnostjo",30. 6. 2016
2017-01-1461,Pristop FIDES-a k Aneksu h Kolektivni pogodbi za negospodarske dejavnosti,2. 6. 2017
2018-01-1283,Pristop k že sklenjenemu Aneksu h Kolektivni pogodbi za negospodarske dejavnosti v Republiki Sloveniji,26. 4. 2018
1994-01-0568,"Priloga k aneksu h kolektivni pogodbi za negospodarske dejavnosti (Uradni list RS, št. 12/94)",18. 3. 1994
2002-01-3292,Ugotovitveni sklep o veljavnosti kolektivne pogodbe za lesarstvo Slovenije,2. 8. 2002
2010-01-2064,Odpoved Kolektivne pogodbe dejavnosti gostinstva in turizma Slovenije,21. 5. 2010
1992-01-0742,Spremembe in dopolnitve kolektivne pogodbe PTT prometa,27. 3. 1992
1993-01-1621,"Dopolnitve Kolektivne pogodbe PTT prometa (Ur. l. RS, 45/90, 22/91-I in 14/92)",15. 7. 1993
2015-01-4337,Aneks h Kolektivni pogodbi za raziskovalno dejavnost,30. 12. 2015
2017-01-2255,Aneks h Kolektivni pogodbi za raziskovalno dejavnost,29. 8. 2017
2018-01-3873,Aneks h Kolektivni pogodbi za raziskovalno dejavnost,7. 12. 2018
2020-01-2797,Aneks h Kolektivni pogodbi za raziskovalno dejavnost,6. 11. 2020
2021-01-1848,Aneks h Kolektivni pogodbi za raziskovalno dejavnost,3. 6. 2021
2022-01-3315,Aneks h Kolektivni pogodbi za raziskovalno dejavnost,25. 10. 2022
1994-01-1878,Spremembe in dopolnitve kolektivne pogodbe za raziskovalno dejavnost,12. 8. 1994
1996-01-2800,Spremembe in dopolnitve kolektivne pogodbe za raziskovalno dejavnost,19. 8. 1996
2000-01-4449,Spremembe in dopolnitve kolektivne pogodbe za raziskovalno dejavnost,23. 11. 2000
2001-01-4348,Spremembe in dopolnitve kolektivne pogodbe za raziskovalno dejavnost,26. 10. 2001
2008-01-2583,"Aneks h Kolektivni pogodbi za raziskovalno dejavnost (Uradni list RS, št. 45/92, 50/92, 5/93, 50/94, 45/96, 51/98, 73/98, 106/99, 107/00, 64/01, 84/01 in 85/01)",16. 6. 2008
2013-01-1772,Aneks h Kolektivni pogodbi za raziskovalno dejavnost,29. 5. 2013
2008-01-2587,Dogovor ob podpisu Aneksa h Kolektivni pogodbi za raziskovalno dejavnost,16. 6. 2008
2005-01-0457,Kolektivna pogodba za gozdarstvo Slovenije,18. 2. 2005
2025-01-3188,Aneks h Kolektivni pogodbi za negospodarske dejavnosti v Republiki Sloveniji,21. 11. 2025
2000-01-3708,Zakon o nacionalnih poklicnih kvalifikacijah (ZNPK),15. 9. 2000
2010-01-1776,Pravilnik o vodenju registra izvajalcev postopkov za ugotavljanje in potrjevanje nacionalnih poklicnih kvalifikacij,7. 5. 2010
2010-01-4273,Pravilnik o obrazcu javne listine o nacionalni poklicni kvalifikaciji – certifikatu in nadomestnem certifikatu,8. 10. 2010
2011-01-0653,Pravilnik o stalnem strokovnem usposabljanju članov komisij za preverjanje in potrjevanje nacionalnih poklicnih kvalifikacij,4. 3. 2011
2012-01-0006,Pravilnik o spremembi Pravilnika o obrazcu javne listine o nacionalni poklicni kvalifikaciji – certifikatu in nadomestnem certifikatu,6. 1. 2012
2026-01-0366,Pravilnik o izvajanju ukrepov aktivne politike zaposlovanja,13. 2. 2026
2006-01-5199,"Odpoved Kolektivne pogodbe za tekstilne, oblačilne, usnjarske in usnjarsko predelovalne dejavnosti in Tarifne priloge k tej kolektivni pogodbi",24. 11. 2006
2017-01-2247,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,29. 8. 2017
2018-01-3878,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,7. 12. 2018
2019-01-2575,"Razlage Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije, sprejete na 79. seji dne 11. 6. 2019",27. 9. 2019
2019-01-2576,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določb, ki se nanašajo na določanje letnega dopusta, sprejete na 78. seji dne 21. 5. 2019",27. 9. 2019
2020-01-1168,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe, ki se nanaša na pravico do izrednega letnega dopusta zaradi razglašene epidemije, sprejeti na 81. seji dne 6. 5. 2020 in dne 26. 5. 2020",29. 5. 2020
2020-01-2793,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,6. 11. 2020
2021-01-0838,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe, ki se nanaša na odsotnost z dela z nadomestilom oziroma brez nadomestila plače, sprejeti na 82. seji dne 16. 1. 2021",19. 3. 2021
2021-01-1846,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,3. 6. 2021
2022-01-3313,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,25. 10. 2022
2022-01-3492,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe 101. člena, ki se nanaša na solidarnostno pomoč, sprejeta na 84. seji dne 29. 3. 2022 in 11. 4. 2022",11. 11. 2022
2022-01-4238,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,29. 12. 2022
2023-01-3364,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe drugega odstavka 32.b člena, ki se nanaša na plačilo nadomestila plače za praznične dni, sprejeti na 87. seji dne 13. 10. 2023",17. 11. 2023
2023-01-3365,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe prve alineje 6. točke 36. člena, ki se nanaša dodaten letni dopust iz naslova otroka do 15 let starosti, sprejeti na 86. seji dne 23. 6. 2023",17. 11. 2023
2023-01-3366,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe 36. člena, ki se nanaša na kriterije za odmero letnega dopusta, sprejeti na 87. seji dne 13. 10. 2023",17. 11. 2023
2023-01-3367,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe 37. člena, ki se nanaša na odmero letnega dopusta, sprejeti na 87. seji dne 13. 10. 2023",17. 11. 2023
2023-01-3368,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe 2. točke I. poglavja, ki se nanaša na veljavnost kolektivne pogodbe, sprejeti na 87. seji dne 13. 10. 2023",17. 11. 2023
2023-01-3370,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe pete alineje 101. člena, ki se nanaša na solidarnostno pomoč, sprejeti na 87. seji dne 13. 10. 2023",17. 11. 2023
2023-01-3371,"Razlaga Aneksa h Kolektivni pogodbi zdravstva in socialnega varstva Slovenije (Uradni list RS, št. 165/22) glede 12. člena, ki se nanaša na kriterije za zasedbo delovnega mesta laboratorijski tehnik s posebnimi znanji, sprejeti na 87. seji dne 13. 10. 2023",17. 11. 2023
2023-01-3372,"Razlaga Aneksa h Kolektivni pogodbi zdravstva in socialnega varstva Slovenije (Uradni list RS, št. 165/22) glede 14. člena, ki se nanaša na kriterije za zasedbo delovnega mesta zobotehnik s posebnimi znanji, sprejeti na 87. seji dne 13. 10. 2023",17. 11. 2023
1998-01-2571,Aneks h kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,7. 8. 1998
2000-01-4284,Aneks h kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,10. 11. 2000
2001-01-3344,Aneks h kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,27. 7. 2001
2008-01-3296,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,22. 7. 2008
2013-01-1768,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,29. 5. 2013
1998-01-2572,Dogovor o realizaciji 79. člena kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije,7. 8. 1998
2007-01-4071,Pristop h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,27. 8. 2007
2012-01-1043,"Razlage Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določb, ki se nanašajo na določanje letnega dopusta",6. 4. 2012
2012-01-2632,"Razlagi Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določb, ki se nanašajo na delovni čas in uvrščanje medicinske sestre v socialno varstvenih zavodih",31. 8. 2012
2012-01-2633,"Razlage Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe, ki se nanaša na prevedbo oziroma uvrščanje glavne medicinske sestre",31. 8. 2012
2013-01-0256,"Razlage Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določb, ki se nanašajo na določanje letnega dopusta",1. 2. 2013
2013-01-3564,Razlaga 101. člena Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije v povezavi s 13. členom Aneksa h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,3. 12. 2013
2017-01-2453,Pristop h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,29. 9. 2017
2021-01-2546,Pristop h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,19. 7. 2021
2021-01-3496,Pristop k že sklenjenemu Aneksu h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,12. 11. 2021
2022-01-1193,Pristop h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije in vsem njenim aneksom,20. 4. 2022
2023-01-3435,Naknadni pristop Lekarniške zbornice Slovenije h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,24. 11. 2023
2025-01-3189,Aneks h Kolektivni pogodbi za kulturne dejavnosti v Republiki Sloveniji,21. 11. 2025
2025-01-3191,Aneks h Kolektivni pogodbi za zaposlene v zdravstveni negi,21. 11. 2025
2025-01-3190,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,21. 11. 2025
2025-01-2886,"Razlaga h Kolektivni pogodbi dejavnosti gostinstva in turizma (Uradni list RS, št.112/24), o razlagi 71.člena KP GIT",24. 10. 2025
2017-01-1133,Dodatek št. 1 h Kolektivni pogodbi za dejavnost kovinskih materialov in livarn Slovenije,28. 4. 2017
2018-01-4134,Dodatek št. 2 h Kolektivni pogodbi za dejavnost kovinskih materialov in livarn Slovenije,28. 12. 2018
2019-01-3801,Dodatek št. 3 h Kolektivni pogodbi za dejavnost kovinskih materialov in livarn Slovenije,31. 12. 2019
2021-01-2238,Dodatek št. 4 h Kolektivni pogodbi za dejavnost kovinskih materialov in livarn Slovenije,2. 7. 2021
2022-01-0476,Dodatek št. 5 h Kolektivni pogodbi za dejavnost kovinskih materialov in livarn Slovenije,25. 2. 2022
2023-01-2322,Dodatek št. 6 h Kolektivni pogodbi za dejavnost kovinskih materialov in livarn Slovenije,7. 7. 2023
2025-01-3172,Zakon o pravici do zimskega regresa ter prenovi ugotavljanja davčne osnove z upoštevanjem normiranih odhodkov (ZPZR),19. 11. 2025
2024-01-1190,"Odlok o spremembah in dopolnitvi Odloka o Svetu Vlade Republike Slovenije za spodbujanje razvoja prostovoljstva, prostovoljskih in nevladnih organizacij",26. 4. 2024
2025-01-3863,"Odredba o spremembi Odredbe o določitvi poklicev, v katerih zaposlitev tujca nivezana na trg dela",24. 12. 2025
2025-01-3405,"Odredba o določitvi dejavnosti in poklicev, v katerih se lahko tujci hitreje zaposlujejo",5. 12. 2025
2025-01-3065,Tarifna priloga h Kolektivni pogodbi komunalnih dejavnosti,7. 11. 2025
2014-01-1320,Zakon o preprečevanju dela in zaposlovanja na črno (ZPDZC-1),5. 5. 2014
2026-01-0297,"Pravilnik o zdravstvenih pregledih sodnih izvedencev, sodnih cenilcev in sodnih tolmačev, ki so dopolnili 75 let starosti",6. 2. 2026
2008-01-1228,Dodatek št. 3 h Kolektivni pogodbi za elektroindustrijo Slovenije,31. 3. 2008
2005-01-4709,Kolektivna pogodba za dejavnost elektroindustrije Slovenije,2. 12. 2005
2007-01-4759,Kolektivna pogodba za dejavnost železniškega prometa,19. 10. 2007
2015-01-4338,Aneks h kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,30. 12. 2015
2017-01-2230,Spremembe in dopolnitve Kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,25. 8. 2017
2017-01-2248,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,29. 8. 2017
2018-01-3874,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,7. 12. 2018
2020-01-2796,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,6. 11. 2020
2021-01-1849,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,3. 6. 2021
2022-01-3314,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,25. 10. 2022
2023-01-0191,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,27. 1. 2023
2024-01-0357,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,16. 2. 2024
1996-01-2278,Spremembe in dopolnitve kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,29. 6. 1996
1998-01-2323,Spremembe in dopolnitve kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,17. 7. 1998
1999-01-1356,Spremembe in dopolnitve kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,22. 4. 1999
2000-01-1942,Spremembe in dopolnitve kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,12. 5. 2000
2001-01-2986,Spremembe in dopolnitve kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,6. 7. 2001
2002-01-2779,Aneks h kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,28. 6. 2002
2011-01-3339,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,7. 10. 2011
2013-01-1771,Aneks h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,29. 5. 2013
2007-01-2802,Razlaga Kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji (v nadaljevanju KPVIZ),12. 6. 2007
2010-01-1533,Razlaga Kolektivne pogodbe za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,23. 4. 2010
2016-01-1722,Pristop h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,3. 6. 2016
2022-01-1192,Pristop h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji in njenim aneksom,20. 4. 2022
2026-01-0239,Pravilnik o kriterijih za določitev delovne uspešnosti javnih uslužbencev plačne skupine B s področja kulture,30. 1. 2026
2024-01-0415,Naknadni pristop k Dogovoru o uskladitvi vrednosti plačnih razredov plačne lestvice in datumu izplačila regresa za letni dopust v letu 2024,23. 2. 2024
2024-01-0462,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe drugega odstavka 32.b člena, ki se nanaša na plačilo nadomestila plače za praznične dni, sprejeti na 88. seji dne 9. 1. 2024",1. 3. 2024
2024-01-0463,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe šeste alineje 6. točke 36. člena KPZSV, ki se nanaša dodaten letni dopust iz naslova nege in varovanja težje telesno ali zmerno, težje ali težko duševno prizadete osebe, sprejeti na 88. seji dne 9. 1. 2024",1. 3. 2024
2024-01-0464,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede Priloge 5 Aneksa h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije (Uradni list RS, št. 60/08), ki se nanaša na kriterije za uvrščanje vodstvenih delovnih mest, sprejeti na 88. seji dne 9. 1. 2024",1. 3. 2024
2024-01-0056,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,12. 1. 2024
2024-01-0118,Dodatek št. 16 h Kolektivni pogodbi za dejavnost elektroindustrije Slovenije,19. 1. 2024
2024-01-0721,Dodatek št. 7 h Kolektivni pogodbi za dejavnost kovinskih materialov in livarn Slovenije,22. 3. 2024
2024-01-0652,Aneks št. 2 h Kolektivni pogodbi za poštne in kurirske dejavnosti,15. 3. 2024
2000-01-3433,Aneks št. 3 h kolektivni pogodbi za dejavnost kovinskih materialov in livarn ter kovinsko in elektroindustrijo Slovenije,19. 8. 2000
2025-01-3294,Kolektivna pogodba Banke Slovenije,28. 11. 2025
2025-01-3300,Kolektivna pogodba centralnega bančništva,28. 11. 2025
2005-01-3862,Odpoved Splošne kolektivne pogodbe za gospodarske dejavnosti,10. 10. 2005
2026-01-0191,Aneks št. 1 h Kolektivni pogodbi za gozdarsko dejavnost – tarifni del,30. 1. 2026
2026-01-0192,Aneks št. 1 h Kolektivni pogodbi za kmetijsko dejavnost – tarifni del,30. 1. 2026
1999-01-0698,Aneks št. 1 h kolektivni pogodbi za dejavnost kovinskih materialov in livarn ter kovinsko in elektroindustrijo Slovenije,12. 3. 1999
1999-01-2418,Aneks št. 2 h kolektivni pogodbi za dejavnost kovinskih materialov in livarn ter kovinsko in elektroindustrijo Slovenije,28. 6. 1999
2015-01-2843,Uredba o spremembah in dopolnitvah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,30. 9. 2015
2016-01-0260,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,29. 1. 2016
2016-01-2680,Uredba o spremembi in dopolnitvi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,30. 9. 2016
2017-01-0172,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,27. 1. 2017
2017-01-1437,Uredba o spremembah in dopolnitvi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,26. 5. 2017
2017-01-1929,Uredba o dopolnitvi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,7. 7. 2017
2018-01-0217,Uredba o spremembah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,26. 1. 2018
2018-01-2204,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,22. 6. 2018
2019-01-0176,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,30. 1. 2019
2025-01-3416,Aneks št. 9 h Kolektivni pogodbi grafične dejavnosti,5. 12. 2025
2025-01-3510,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe 37. člena, ki se nanaša na odmero letnega dopusta iz naslova šest dnevnega tednika, sprejeta na 93. seji dne 20. 11. 2025",9. 12. 2025
2025-01-3511,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe drugega odstavka 82. člena, ki se nanaša na dodatek za delovno dobo, sprejeta na 92. seji dne 11. 7. 2025",9. 12. 2025
2025-01-3512,"Razlaga Aneksa h Kolektivni pogodbi zdravstva in socialnega varstva Slovenije (Uradni list RS, št. 88/21) glede 12. člena, ki se nanaša na nagrajevanje dijakov in študentov za obvezno opravljanje prakse, sprejeta na 93. seji dne 20. 11. 2025",9. 12. 2025
2013-01-2777,Odpoved Kolektivne pogodbe gradbenih dejavnosti vključno z njeno tarifno prilogo,9. 9. 2013
2025-01-4033,"Pravilnik o kriterijih za določitev delovne uspešnosti javnih uslužbencev plačne skupine B s področja kmetijstva, gozdarstva, prehrane in ribištva",31. 12. 2025
2025-01-3595,Aneks št. 3 h Kolektivni pogodbi za kmetijstvo in živilsko industrijo Slovenije,15. 12. 2025
2008-01-2430,Kolektivna pogodba o skupni metodologiji za uvrščanje orientacijskih delovnih mest in nazivov v plačne razrede (KPSM),10. 6. 2008
