SOP,Title,date
2006-01-1556,Zakon o odpravljanju posledic dela z azbestom (ZOPDA),11. 4. 2006
2016-01-0851,Razlaga Kolektivne pogodbe za policiste (KPP),25. 3. 2016
2012-01-1732,Kolektivna pogodba za policiste,31. 5. 2012
2023-01-2666,Sklep uprave javnega zavoda Radiotelevizije Slovenija o ugotovitvi ničnosti Kolektivnega dogovora,1. 9. 2023
2016-01-2296,Zakon o dopolnitvah Zakona o delovnih razmerjih (ZDR-1A),29. 7. 2016
2007-01-1418,"Popravek Kolektivne pogodbe lesarstva, podpisane v Ljubljani dne 22. 11. 2006, objavljene v Uradnem listu RS, št. 132/06 z dne 15. 12. 2006",29. 3. 2007
2007-01-5421,Pristop h Kolektivni pogodbi dejavnosti trgovine Slovenije in k Tarifni prilogi h Kolektivni pogodbi dejavnosti trgovine Slovenije,30. 11. 2007
2009-01-2288,Pristop h Kolektivni pogodbi za cestni potniški promet,19. 6. 2009
2010-01-4223,Odpoved Kolektivne pogodbe za dejavnosti pridobivanja in predelave nekovinskih rudnin Slovenije,4. 10. 2010
2011-01-2733,Aneks št. 1 h Kolektivni pogodbi med delavci in družbami drobnega gospodarstva,22. 7. 2011
2012-01-1788,Pristop h Kolektivni pogodbi Komunalnih dejavnosti za leto 2012,8. 6. 2012
2012-01-3776,Aneks št. 1 h Kolektivni pogodbi za policiste,14. 12. 2012
2013-01-0363,Pristop k spremembam in dopolnitvam Kolektivne pogodbe za gozdarstvo Slovenije,7. 2. 2013
2014-01-0066,Spremembe in dopolnitve Kolektivne pogodbe dejavnosti bančništva Slovenije,17. 1. 2014
2014-01-0100,"Odpoved Kolektivne pogodbe za tekstilne, oblačilne, usnjarske in usnjarsko-predelovalne dejavnosti Slovenije",20. 1. 2014
2016-01-1431,Pristop h Kolektivni pogodbi za dejavnost zasebnega varovanja,9. 5. 2016
2017-01-0750,Pristop h Kolektivni pogodbi gradbenih dejavnosti,31. 3. 2017
2017-01-1330,Pristop h Kolektivni pogodbi za dejavnost zasebnega varovanja,19. 5. 2017
2017-01-2233,"Pristop h KP za tekstilne, oblačilne, usnjarske in usnjarsko-predelovalne dejavnosti Slovenije (KPtoupd), ki ima razširjeno veljavnost",25. 8. 2017
2017-01-3430,Aneks h Kolektivni pogodbi dejavnosti gostinstva in turizma Slovenije,13. 12. 2017
2017-01-3900,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,29. 12. 2017
2018-01-1068,Pristop k Aneksu št. 1 h Kolektivni pogodbi za kmetijstvo in živilsko industrijo Slovenije,13. 4. 2018
2018-01-2656,Kolektivna pogodba dejavnosti trgovine Slovenije,27. 7. 2018
2018-01-4135,Aneks št. 1 h Kolektivni pogodbi grafične dejavnosti,28. 12. 2018
2019-01-0121,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,25. 1. 2019
2019-01-0618,Aneks h Kolektivni pogodbi dejavnosti gostinstva in turizma Slovenije,15. 3. 2019
2019-01-2425,Aneks št. 2 h Kolektivni pogodbi grafične dejavnosti,23. 8. 2019
2019-01-3732,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,27. 12. 2019
2020-01-0360,Aneks h Kolektivni pogodbi dejavnosti gostinstva in turizma Slovenije,28. 2. 2020
2020-01-1653,Aneks h Kolektivni pogodbi dejavnosti gostinstva in turizma Slovenije,3. 7. 2020
2020-01-2105,Aneks št. 1 h Kolektivni pogodbi elektrogospodarstva Slovenije,10. 8. 2020
2020-01-3106,Aneks št. 3 h Kolektivni pogodbi grafične dejavnosti,27. 11. 2020
2020-01-3644,Kolektivna pogodba dejavnosti za storitvene dejavnosti v kopenskem prometu,29. 12. 2020
2021-01-0830,Pristop h Kolektivni pogodbi dejavnosti trgovine Slovenija,18. 3. 2021
2021-01-1413,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,30. 4. 2021
2021-01-2236,Kolektivna pogodba komunalnih dejavnosti,2. 7. 2021
2021-01-3815,Kolektivna pogodba za cestni potniški promet Slovenije,7. 12. 2021
2021-01-3909,Aneks št. 4 h Kolektivni pogodbi grafične dejavnosti,17. 12. 2021
2021-01-4170,Aneks št. 2 h Kolektivni pogodbi elektrogospodarstva Slovenije,28. 12. 2021
2022-01-0072,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,14. 1. 2022
2022-01-1640,Aneks št. 5 h Kolektivni pogodbi grafične dejavnosti,20. 5. 2022
2022-01-1806,Aneks št. 3 h Kolektivni pogodbi elektrogospodarstva Slovenije,3. 6. 2022
2022-01-1807,Aneks št. 1 h Kolektivni pogodbi premogovništva Slovenije,3. 6. 2022
2022-01-2047,Aneks h Kolektivni pogodbi dejavnosti gostinstva in turizma Slovenije,24. 6. 2022
2022-01-2048,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,24. 6. 2022
2022-01-3491,Kolektivna pogodba za dejavnost veterinarstva,11. 11. 2022
2022-01-3842,Naknadni pristop h Kolektivni pogodbi za cestni potniški promet Slovenije,9. 12. 2022
2022-01-4042,Aneks št. 6 h Kolektivni pogodbi grafične dejavnosti,21. 12. 2022
2022-01-4043,Aneks št. 4 h Kolektivni pogodbi elektrogospodarstva Slovenije,21. 12. 2022
2022-01-4044,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,21. 12. 2022
2022-01-4113,Aneks h Kolektivni pogodbi dejavnosti gostinstva in turizma Slovenije,23. 12. 2022
2023-01-0434,Aneks št. 2 h Kolektivni pogodbi med delavci in družbami drobnega gospodarstva,22. 2. 2023
2023-01-0556,"Aneks št. 1 k Začasnemu dogovoru o izvajanju 4. točke prvega odstavka 22.n člena Kolektivne pogodbe za policiste in zagotavljanju fonda plačanih ur za sindikalno delo sindikalnih zaupnikov, ki delujejo v stalnem organu sindikata",3. 3. 2023
2023-01-1364,Kolektivna pogodba za obrt in podjetništvo,21. 4. 2023
2023-01-1688,Sklep o določitvi liste strokovnjakov za posredovanje in liste arbitrov za reševanje kolektivnih delovnih sporov,15. 5. 2023
2023-01-1774,Aneks št. 1 h Kolektivni pogodbi za poštne in kurirske dejavnosti,26. 5. 2023
2023-01-1914,Aneks št. 1 h Kolektivni pogodbi za obrt in podjetništvo,6. 6. 2023
2023-01-1929,Aneks h Kolektivni pogodbi dejavnosti gostinstva in turizma Slovenije,9. 6. 2023
2023-01-2034,Aneks št. 2 h Kolektivni pogodbi premogovništva Slovenije,16. 6. 2023
2023-01-2035,Aneks št. 5 h Kolektivni pogodbi elektrogospodarstva Slovenije,16. 6. 2023
2023-01-2097,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,22. 6. 2023
2023-01-2228,Aneks št. 3 h Kolektivni pogodbi za policiste,30. 6. 2023
2023-01-2982,Sklep o ugotovitvi razširjene veljavnosti Kolektivne pogodbe komunalnih dejavnosti,13. 10. 2023
2023-01-3074,Pristop h Kolektivni pogodbi dejavnosti gostinstva in turizma Slovenije,20. 10. 2023
2023-01-3772,Aneks št. 7 h Kolektivni pogodbi grafične dejavnosti,15. 12. 2023
2023-01-3899,Aneks št. 3 h Kolektivni pogodbi premogovništva Slovenije,20. 12. 2023
2008-01-4218,Aneks h Kolektivni pogodbi za gozdarstvo Slovenije in Tarifna priloga h Kolektivni pogodbi za gozdarstvo Slovenije,17. 10. 2008
2009-01-1377,Aneks h Kolektivni pogodbi za gozdarstvo Slovenije,17. 4. 2009
2010-01-2335,Tarifna priloga h Kolektivni pogodbi za gozdarstvo Slovenije,8. 6. 2010
2017-01-2522,Zakon o spremembah in dopolnitvah Zakona o inšpekciji dela (ZID-1A),6. 10. 2017
2015-01-3610,Zakon o dopolnitvi Zakona o minimalni plači (ZMinP-A),4. 12. 2015
2010-01-0519,Zakon o minimalni plači (ZMinP),22. 2. 2010
2003-01-5865,Razlaga kolektivne pogodbe za dejavnosti pridobivanja in predelave nekovinskih rudnin,31. 12. 2003
2010-01-1095,"Uredba o merilih za znižanje deleža odškodnine, ki jo delodajalci izplačujejo zaradi posledic dela z azbestom",26. 3. 2010
2020-01-0059,Odlok o medresorski komisiji za odpravljanje posledic dela z azbestom,17. 1. 2020
2024-01-1441,Aneks št. 2 h Kolektivni pogodbi za kmetijstvo in živilsko industrijo Slovenije,24. 5. 2024
2015-01-3859,"Pravilnik o spremembah in dopolnitvah Pravilnika o prijavi in odjavi iz evidenc, zaposlitvenem načrtu, pravicah in obveznostih pri iskanju zaposlitve ter nadzoru nad osebami, prijavljenimi v evidencah",18. 12. 2015
2010-01-5496,"Pravilnik o prijavi in odjavi iz evidenc, zaposlitvenem načrtu, pravicah in obveznostih pri iskanju zaposlitve ter nadzoru nad osebami, prijavljenimi v evidencah",27. 12. 2010
2007-01-2049,Razlaga kolektivne pogodbe za kemično in gumarsko industrijo v zvezi s 3. in 4. točko 68. člena KPD,26. 4. 2007
2015-01-2597,"Pravilnik o določitvi minimalnih standardov za nastanitev tujcev, ki so zaposleni ali delajo v Republiki Sloveniji",28. 8. 2015
2015-01-2562,Pravilnik o obdelavi in posredovanju podatkov v zvezi z zaposlitvijo in delom tujcev v Republiki Sloveniji,21. 8. 2015
2006-01-1768,Zakon o evidencah na področju dela in socialne varnosti (ZEPDSV),14. 4. 2006
2007-01-5999,Pravilnik o poročanju o stroških dela,24. 12. 2007
2007-01-6353,Pravilnik o obrazcih prijav podatkov o reševanju kolektivnih delovnih sporov pri delodajalcu,29. 12. 2007
2023-01-1574,Zakon o spremembah in dopolnitvah zakona o evidencah na področju dela in socialne varnosti (ZEPDSV-A),5. 5. 2023
2017-01-2418,"Pravilnik o načinu sporočanja podatkov o prostem delovnem mestu ali vrsti dela Zavodu Republike Slovenije za zaposlovanje, javni objavi ter postopku posredovanja zaposlitve",25. 9. 2017
2017-01-3594,Zakon o spremembi Zakona o interventnem ukrepu na področju trga dela (ZIUPTD-A),22. 12. 2017
2023-01-0719,Sklep o uskladitvi in zneskih dodatka za pomoč in postrežbo od 1. marca 2023,7. 3. 2023
2015-01-4202,Kolektivni sporazum o zaposlovanju in pravicah svobodnih in samostojnih rednih pogodbenih sodelavcev na javnem zavodu Radiotelevizija Slovenija,30. 12. 2015
2006-01-5384,"Popravek h Kolektivni pogodbi za dejavnost trgovine Slovenije, podpisani v Ljubljani dne 10. 10. 2006 in objavljeni v Uradnem listu RS, št. 111/06 z dne 27. 10. 2006",7. 12. 2006
2020-01-0091,Uredba o načinu priprave kadrovskih načrtov posrednih uporabnikov proračuna in metodologiji spremljanja njihovega izvajanja za leti 2020 in 2021,17. 1. 2020
2006-01-6050,Pravilnik o pogojih za opravljanje dejavnosti agencij za zaposlovanje,29. 12. 2006
2023-01-0733,Sklep o odpovedi kolektivne pogodbe za dejavnost zasebnega varovanja,10. 3. 2023
2010-01-1632,Aneks št. 2 k Tarifni prilogi Kolektivne pogodbe za lesarstvo,30. 4. 2010
2012-01-1042,Aneks št. 4 k Tarifni prilogi Kolektivne pogodbe za lesarstvo,6. 4. 2012
2016-01-0178,Aneks k tarifni prilogi h Kolektivni pogodbi za dejavnosti pridobivanja in predelave nekovinskih rudnin Slovenije,22. 1. 2016
2011-01-2290,Pravilnik o področjih prostovoljskega dela in vpisniku,24. 6. 2011
2011-01-2899,Uredba o nagradi in priznanjih za prostovoljstvo,5. 8. 2011
2016-01-0850,Razlaga Kolektivne pogodbe za policiste (KPP),25. 3. 2016
2007-01-5186,Aneks št. 1 h Kolektivni pogodbi za dejavnosti pridobivanja in predelave nekovinskih rudnin Slovenije,16. 11. 2007
2018-01-2307,Pravilnik o dodeljevanju državnih štipendij,4. 7. 2018
2018-01-2460,Spremembe in dopolnitve Kolektivne pogodbe za dejavnost železniškega prometa,13. 7. 2018
2018-01-0002,"Zakon o zaposlovanju, samozaposlovanju in delu tujcev (uradno prečiščeno besedilo) (ZZSDT-UPB2)",5. 1. 2018
2013-01-2081,Odpoved Kolektivne pogodbe za kemično in gumarsko industrijo Slovenije vključno z njeno tarifno prilogo,28. 6. 2013
2002-01-1123,Aneks št. 4 h kolektivni pogodbi za dejavnost kovinskih materialov in livarn ter za kovinsko in elektroindustrijo Slovenije,22. 3. 2002
